,Thời gian,Tiêu đề,URL
19,(05/09/2025 00:00),CTG: Nghị quyết HĐQT thông qua văn bản sửa đổi bổ sung Hợp đồng đại lý bảo hiểm với VBI,https://cafef.vn/du-lieu/CTG-2291446/ctg-nghi-quyet-hdqt-thong-qua-van-ban-sua-doi-bo-sung-hop-dong-dai-ly-bao-hiem-voi-vbi.chn?utm_source=du-lieu
20,(03/09/2025 13:29),VietinBank lên kế hoạch lợi nhuận trước thuế 32.500 tỷ đồng,https://cafef.vn/vietinbank-len-ke-hoach-loi-nhuan-truoc-thue-32500-ty-dong-188250903132927359.chn?utm_source=du-lieu
21,(03/09/2025 00:00),"CTG: Nghị quyết HĐQT phê duyệt, công bố chính thức các chỉ tiêu kế hoạch KD năm 2025",https://cafef.vn/du-lieu/CTG-2289732/ctg-nghi-quyet-hdqt-phe-duyet-cong-bo-chinh-thuc-cac-chi-tieu-ke-hoach-kd-nam-2025.chn?utm_source=du-lieu
22,(30/08/2025 13:30),"Những yếu tố giúp VietinBank trở thành ""ngôi sao"" sáng nhất quý II/2025",https://cafef.vn/nhung-yeu-to-giup-vietinbank-tro-thanh-ngoi-sao-sang-nhat-quy-ii2025-188250830131634412.chn?utm_source=du-lieu
23,(27/08/2025 01:03),"Xoá bỏ độc quyền sản xuất vàng miếng, ngân hàng nào ""sáng cửa"" tham gia?",https://cafef.vn/xoa-bo-doc-quyen-san-xuat-vang-mieng-ngan-hang-nao-sang-cua-tham-gia-188250827010331959.chn?utm_source=du-lieu
24,(26/08/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt thay đổi và sử dụng mẫu dấu của Vietinbank,https://cafef.vn/du-lieu/CTG-2283846/ctg-nghi-quyet-hdqt-phe-duyet-thay-doi-va-su-dung-mau-dau-cua-vietinbank.chn?utm_source=du-lieu
25,(26/08/2025 00:00),CTG: HĐQT thông qua hợp đồng khung tiền gửi bằng VND với MUFG - CN. TpHCM,https://cafef.vn/du-lieu/CTG-2283848/ctg-hdqt-thong-qua-hop-dong-khung-tien-gui-bang-vnd-voi-mufg-cn-tphcm.chn?utm_source=du-lieu
26,(26/08/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch gửi tiền trên TT liên NH và hợp đồng hạn mức giao dịch ngoại tệ với MUFG - CN. TpHCM,https://cafef.vn/du-lieu/CTG-2283855/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-gui-tien-tren-tt-lien-nh-va-hop-dong-han-muc-giao-dich-ngoai-te-voi-mufg-cn-tphcm.chn?utm_source=du-lieu
27,(21/08/2025 00:00),CTG: HĐQT thông qua hợp đồng bảo hiểm tiền gửi với VBI,https://cafef.vn/du-lieu/CTG-2281317/ctg-hdqt-thong-qua-hop-dong-bao-hiem-tien-gui-voi-vbi.chn?utm_source=du-lieu
28,(21/08/2025 00:00),CTG: Thông báo nhận được Quyết định của Chi cục thuế doanh nghiệp lớn về việc xử phạt vi phạm hành chính về thuế,https://cafef.vn/du-lieu/CTG-2281386/ctg-thong-bao-nhan-duoc-quyet-dinh-cua-chi-cuc-thue-doanh-nghiep-lon-ve-viec-xu-phat-vi-pham-hanh-chinh-ve-thue.chn?utm_source=du-lieu
29,(20/08/2025 00:05),Lần đầu tiên trong lịch sử Việt Nam có 10 ngân hàng vốn hóa trên 100.000 tỷ,https://cafef.vn/lan-dau-tien-trong-lich-su-viet-nam-co-10-ngan-hang-von-hoa-tren-100000-ty-188250819225033748.chn?utm_source=du-lieu
30,(20/08/2025 00:00),CTG: HĐQT thông qua mẫu đề nghị mở tài khoản Nostro tại Vietinbank Lào,https://cafef.vn/du-lieu/CTG-2279901/ctg-hdqt-thong-qua-mau-de-nghi-mo-tai-khoan-nostro-tai-vietinbank-lao.chn?utm_source=du-lieu
31,(19/08/2025 00:00),CTG: HĐQT thông qua hợp đồng bảo hiểm sức khỏe cao cấp VBI Premier Care với VBI,https://cafef.vn/du-lieu/CTG-2278204/ctg-hdqt-thong-qua-hop-dong-bao-hiem-suc-khoe-cao-cap-vbi-premier-care-voi-vbi.chn?utm_source=du-lieu
32,(18/08/2025 00:00),CTG: Quyết định về việc thay đổi địa chỉ đặt trụ sở Chi nhánh Cao Bằng,https://cafef.vn/du-lieu/CTG-2277232/ctg-quyet-dinh-ve-viec-thay-doi-dia-chi-dat-tru-so-chi-nhanh-cao-bang.chn?utm_source=du-lieu
33,(15/08/2025 00:00),CTG: Giải trình biến động lợi nhuận trên BCTC soát xét bán niên năm 2025 so với cùng kỳ năm trước,https://cafef.vn/du-lieu/CTG-2271592/ctg-giai-trinh-bien-dong-loi-nhuan-tren-bctc-soat-xet-ban-nien-nam-2025-so-voi-cung-ky-nam-truoc.chn?utm_source=du-lieu
34,(14/08/2025 00:00),CTG: Quyết định về việc thay đổi tên chi nhánh KCN Bình Dương,https://cafef.vn/du-lieu/CTG-2271478/ctg-quyet-dinh-ve-viec-thay-doi-ten-chi-nhanh-kcn-binh-duong.chn?utm_source=du-lieu
35,(13/08/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm đặt trụ sở Chi nhánh Cao Bằng,https://cafef.vn/du-lieu/CTG-2269678/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-dat-tru-so-chi-nhanh-cao-bang.chn?utm_source=du-lieu
36,(12/08/2025 00:00),CTG: Thông báo thay đổi Giấy phép thành lập và hoạt động,https://cafef.vn/du-lieu/CTG-2269621/ctg-thong-bao-thay-doi-giay-phep-thanh-lap-va-hoat-dong.chn?utm_source=du-lieu
37,(11/08/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi tên gọi Chi nhánh KCN Bình Dương,https://cafef.vn/du-lieu/CTG-2269469/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-ten-goi-chi-nhanh-kcn-binh-duong.chn?utm_source=du-lieu
38,(07/08/2025 00:00),"CTG: Nghị quyết HĐQT thông qua phương án phát hành, sử dụng và trả nợ vốn thu được từ các đợt phát hành trái phiếu ra công chúng",https://cafef.vn/du-lieu/CTG-2268469/ctg-nghi-quyet-hdqt-thong-qua-phuong-an-phat-hanh-su-dung-va-tra-no-von-thu-duoc-tu-cac-dot-phat-hanh-trai-phieu-ra-cong-chung.chn?utm_source=du-lieu
39,(02/08/2025 09:13),"20 doanh nghiệp niêm yết lãi lớn nhất 6T2025: 60% là ngân hàng, 15% là bất động sản, chỉ có 1 DN sản xuất",https://cafef.vn/20-doanh-nghiep-niem-yet-lai-lon-nhat-6t2025-60-la-ngan-hang-15-la-bat-dong-san-chi-co-1-dn-san-xuat-188250802085619235.chn?utm_source=du-lieu
40,(28/07/2025 00:00),CTG: Báo cáo tình hình quản trị công ty 06 tháng đầu năm 2025,https://cafef.vn/du-lieu/CTG-2270816/ctg-bao-cao-tinh-hinh-quan-tri-cong-ty-06-thang-dau-nam-2025.chn?utm_source=du-lieu
41,(24/07/2025 00:00),CTG: CBTT ngày giao dịch đầu tiên trái phiếu niêm yết của Vietinbank tại HNX,https://cafef.vn/du-lieu/CTG-2255766/ctg-cbtt-ngay-giao-dich-dau-tien-trai-phieu-niem-yet-cua-vietinbank-tai-hnx.chn?utm_source=du-lieu
42,(23/07/2025 00:00),"CTG: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh nghiệp phát hành ra công chúng 6 tháng đầu năm 2025",https://cafef.vn/du-lieu/CTG-2252446/ctg-bao-cao-dinh-ky-tinh-hinh-thanh-toan-goc-lai-trai-phieu-doanh-nghiep-phat-hanh-ra-cong-chung-6-thang-dau-nam-2025.chn?utm_source=du-lieu
43,(21/07/2025 00:00),CTG: Báo cáo tiến độ sử dụng vốn thu được từ đợt chào bán trái phiếu ra công chúng,https://cafef.vn/du-lieu/CTG-2253181/ctg-bao-cao-tien-do-su-dung-von-thu-duoc-tu-dot-chao-ban-trai-phieu-ra-cong-chung.chn?utm_source=du-lieu
44,(15/07/2025 00:00),CTG: CBTT các quyết định chấp thuận niêm yết trái phiếu Vietinbank tại HNX,https://cafef.vn/du-lieu/CTG-2246371/ctg-cbtt-cac-quyet-dinh-chap-thuan-niem-yet-trai-phieu-vietinbank-tai-hnx.chn?utm_source=du-lieu
45,(02/07/2025 07:03),"Cuộc đua vốn hóa 25 năm: Một công ty thủy điện từng giữ ngôi vua trước khi những 'gã khổng lồ' FPT, Vinamilk, Vietcombank 'tràn' lên sàn",https://cafef.vn/cuoc-dua-von-hoa-25-nam-mot-cong-ty-thuy-dien-tung-giu-ngoi-vua-truoc-khi-nhung-ga-khong-lo-fpt-vinamilk-vietcombank-tran-len-san-188250702070405395.chn?utm_source=du-lieu
46,(30/06/2025 00:00),CTG: HĐQT thông qua hợp đồng bảo hiểm BBB & ECC với VBI,https://cafef.vn/du-lieu/CTG-2234649/ctg-hdqt-thong-qua-hop-dong-bao-hiem-bbb--ecc-voi-vbi.chn?utm_source=du-lieu
47,(27/06/2025 00:12),CTCK dự báo lợi nhuận loạt ngân hàng lớn,https://cafef.vn/ctck-du-bao-loi-nhuan-loat-ngan-hang-lon-188250626234831135.chn?utm_source=du-lieu
48,(24/06/2025 00:00),CTG: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Thủ Đức,https://cafef.vn/du-lieu/CTG-2229609/ctg-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-thu-duc.chn?utm_source=du-lieu
49,(20/06/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch tiền gửi trên thị trường liên ngân hàng với Vietinbank Lào,https://cafef.vn/du-lieu/CTG-2227995/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-tien-gui-tren-thi-truong-lien-ngan-hang-voi-vietinbank-lao.chn?utm_source=du-lieu
50,(19/06/2025 11:08),"CTCK dự báo lợi nhuận quý 2 của 11 ngân hàng: Sacombank, VietinBank, MB, VPBank, BIDV có thể tăng trưởng 2 chữ số",https://cafef.vn/ctck-du-bao-loi-nhuan-quy-2-cua-11-ngan-hang-sacombank-vietinbank-mb-vpbank-bidv-co-the-tang-truong-2-chu-so-188250619105742072.chn?utm_source=du-lieu
51,(19/06/2025 00:00),CTG: HĐQT thông qua nội dung văn bản sửa đổi bổ sung Hợp đồng Đại lý bảo hiểm với VBI,https://cafef.vn/du-lieu/CTG-2225885/ctg-hdqt-thong-qua-noi-dung-van-ban-sua-doi-bo-sung-hop-dong-dai-ly-bao-hiem-voi-vbi.chn?utm_source=du-lieu
52,(16/06/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch trên thị trường liên ngân hàng với Vietinbank Leasing,https://cafef.vn/du-lieu/CTG-2223135/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-tren-thi-truong-lien-ngan-hang-voi-vietinbank-leasing.chn?utm_source=du-lieu
53,(12/06/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch trên thị trường liên ngân hàng với Indovina,https://cafef.vn/du-lieu/CTG-2219566/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-tren-thi-truong-lien-ngan-hang-voi-indovina.chn?utm_source=du-lieu
54,(05/06/2025 00:01),Các tổ chức Công đoàn nắm giữ lượng cổ phiếu trị giá hàng nghìn tỷ trên sàn chứng khoán,https://cafef.vn/cac-to-chuc-cong-doan-nam-giu-luong-co-phieu-tri-gia-hang-nghin-ty-tren-san-chung-khoan-188250604220354877.chn?utm_source=du-lieu
55,(29/05/2025 00:00),"CTG: Bổ nhiệm ông Dương Văn Quân, bà Nguyễn Bảo Thanh Vân, bà Đặng Thị Việt Hà giữ chức Phó Tổng Giám đốc từ 28.5.2025",https://cafef.vn/du-lieu/CTG-2211302/ctg-bo-nhiem-ong-duong-van-quan-ba-nguyen-bao-thanh-van-ba-dang-thi-viet-ha-giu-chuc-pho-tong-giam-doc-tu-2852025.chn?utm_source=du-lieu
56,(26/05/2025 00:00),CTG: Thông báo về việc thay đổi người đại diện phần vốn Nhà nước tại VietinBank,https://cafef.vn/du-lieu/CTG-2206765/ctg-thong-bao-ve-viec-thay-doi-nguoi-dai-dien-phan-von-nha-nuoc-tai-vietinbank.chn?utm_source=du-lieu
57,(26/05/2025 00:00),CTG: Thông báo về việc ký hợp đồng kiểm toán BCTC năm 2025,https://cafef.vn/du-lieu/CTG-2207584/ctg-thong-bao-ve-viec-ky-hop-dong-kiem-toan-bctc-nam-2025.chn?utm_source=du-lieu
58,(19/05/2025 00:01),"“MAG-7 chứng khoán Việt Nam”: 4 ngân hàng và 3 cổ phiếu “họ” Vingroup, tổng vốn hóa gần 1,9 triệu tỷ đồng",https://cafef.vn/mag7-chung-khoan-viet-nam-4-ngan-hang-va-3-co-phieu-ho-vingroup-tong-von-hoa-gan-19-trieu-ty-dong-188250518223626178.chn?utm_source=du-lieu
59,(16/05/2025 00:00),CTG: HĐQT thông qua Phụ lục Hợp đồng tư vấn chuyển nhượng vốn tại SGP với CTS,https://cafef.vn/du-lieu/CTG-2198998/ctg-hdqt-thong-qua-phu-luc-hop-dong-tu-van-chuyen-nhuong-von-tai-sgp-voi-cts.chn?utm_source=du-lieu
60,(09/05/2025 00:00),CTG: Thông báo về ngày giao dịch đầu tiên trái phiếu niêm yết tại HNX,https://cafef.vn/du-lieu/CTG-2201299/ctg-thong-bao-ve-ngay-giao-dich-dau-tien-trai-phieu-niem-yet-tai-hnx.chn?utm_source=du-lieu
61,(08/05/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt phương án mua lại trước hạn trái phiếu thứ cấp năm 2025,https://cafef.vn/du-lieu/CTG-2200584/ctg-nghi-quyet-hdqt-phe-duyet-phuong-an-mua-lai-truoc-han-trai-phieu-thu-cap-nam-2025.chn?utm_source=du-lieu
62,(07/05/2025 00:00),CTG: Quyết định về việc thay đổi địa điểm trụ sở Chi nhánh Bà Rịa - Vũng Tàu,https://cafef.vn/du-lieu/CTG-2197156/ctg-quyet-dinh-ve-viec-thay-doi-dia-diem-tru-so-chi-nhanh-ba-ria-vung-tau.chn?utm_source=du-lieu
63,(06/05/2025 00:00),CTG: Quyết định của HĐQT về việc thay đổi địa điểm đặt trụ sở Chi nhánh Sa Đéc và Tây Tiền Giang,https://cafef.vn/du-lieu/CTG-2196535/ctg-quyet-dinh-cua-hdqt-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-sa-dec-va-tay-tien-giang.chn?utm_source=du-lieu
64,(05/05/2025 00:00),CTG: Quyết định của NHNN Việt Nam về việc bổ sung nội dung hoạt động vào Giấy phép thành lập và hoạt động của CTG,https://cafef.vn/du-lieu/CTG-2196330/ctg-quyet-dinh-cua-nhnn-viet-nam-ve-viec-bo-sung-noi-dung-hoat-dong-vao-giay-phep-thanh-lap-va-hoat-dong-cua-ctg.chn?utm_source=du-lieu
65,(28/04/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm trụ sở chi nhánh Sa Đéc và Chi nhánh Tây Tiền Giang,https://cafef.vn/du-lieu/CTG-2195437/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-tru-so-chi-nhanh-sa-dec-va-chi-nhanh-tay-tien-giang.chn?utm_source=du-lieu
66,(25/04/2025 00:00),CTG: Thông báo nhận được các Quyết định của Sở Giao dịch Chứng khoán Hà Nội về việc chấp thuận niêm yết trái phiếu,https://cafef.vn/du-lieu/CTG-2191225/ctg-thong-bao-nhan-duoc-cac-quyet-dinh-cua-so-giao-dich-chung-khoan-ha-noi-ve-viec-chap-thuan-niem-yet-trai-phieu.chn?utm_source=du-lieu
67,(24/04/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm trụ sở chi nhánh Bà Rịa - Vũng Tàu,https://cafef.vn/du-lieu/CTG-2190269/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-tru-so-chi-nhanh-ba-ria-vung-tau.chn?utm_source=du-lieu
68,(22/04/2025 00:00),CTG: HĐQT thông qua hợp đồng đại diện nhận TSBĐ và văn bản ủy quyền giữa Vietinbank và Vietinbank Lào,https://cafef.vn/du-lieu/CTG-2180099/ctg-hdqt-thong-qua-hop-dong-dai-dien-nhan-tsbd-va-van-ban-uy-quyen-giua-vietinbank-va-vietinbank-lao.chn?utm_source=du-lieu
69,(22/04/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt phương án phát hành trái phiếu tăng vốn cấp 2 theo hình thức riêng lẻ năm 2025,https://cafef.vn/du-lieu/CTG-2185973/ctg-nghi-quyet-hdqt-phe-duyet-phuong-an-phat-hanh-trai-phieu-tang-von-cap-2-theo-hinh-thuc-rieng-le-nam-2025.chn?utm_source=du-lieu
70,(21/04/2025 00:00),CTG: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/CTG-2180351/ctg-bien-ban-hop-va-nghi-quyet-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
71,(21/04/2025 00:00),CTG: Thông báo thay đổi nhân sự,https://cafef.vn/du-lieu/CTG-2184207/ctg-thong-bao-thay-doi-nhan-su.chn?utm_source=du-lieu
72,(17/04/2025 00:00),"CTG: Cập nhật, bổ sung tài liệu họp ĐHĐCĐ thường niên năm 2025",https://cafef.vn/du-lieu/CTG-2182397/ctg-cap-nhat-bo-sung-tai-lieu-hop-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
73,(17/04/2025 00:00),CTG: Báo cáo kết quả chào bán trái phiếu ra công chúng đợt 2,https://cafef.vn/du-lieu/CTG-2182404/ctg-bao-cao-ket-qua-chao-ban-trai-phieu-ra-cong-chung-dot-2.chn?utm_source=du-lieu
74,(01/04/2025 00:00),CTG: Đính chính thông tin trình bày trong thuyết minh BCTC năm 2024 đã kiểm toán,https://cafef.vn/du-lieu/CTG-2162461/ctg-dinh-chinh-thong-tin-trinh-bay-trong-thuyet-minh-bctc-nam-2024-da-kiem-toan.chn?utm_source=du-lieu
75,(31/03/2025 00:00),CTG: Nghị quyết HĐQT về việc phê duyệt điều chỉnh thời gian họp ĐHĐCĐ thường niên 2025,https://cafef.vn/du-lieu/CTG-2162061/ctg-nghi-quyet-hdqt-ve-viec-phe-duyet-dieu-chinh-thoi-gian-hop-dhdcd-thuong-nien-2025.chn?utm_source=du-lieu
76,(28/03/2025 00:00),CTG: HĐQT thông qua dự thảo nội dung hợp đồng đặt lệnh GDCK cho nhà đầu tư LK với CTS,https://cafef.vn/du-lieu/CTG-2160365/ctg-hdqt-thong-qua-du-thao-noi-dung-hop-dong-dat-lenh-gdck-cho-nha-dau-tu-lk-voi-cts.chn?utm_source=du-lieu
77,(18/03/2025 00:00),CTG: Thông báo phát hành trái phiếu ra công chúng đợt 2,https://cafef.vn/du-lieu/CTG-2153134/ctg-thong-bao-phat-hanh-trai-phieu-ra-cong-chung-dot-2.chn?utm_source=du-lieu
78,(12/03/2025 13:10),"""Ông lớn"" Big4 VietinBank muốn chia cổ tức bằng cổ phiếu với tỷ lệ 44,6%, cao nhất từ trước đến nay",https://cafef.vn/ong-lon-big4-vietinbank-muon-chia-co-tuc-bang-co-phieu-voi-ty-le-446-cao-nhat-tu-truoc-den-nay-188250312131030956.chn?utm_source=du-lieu
79,(11/03/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm đặt trụ sở chi nhánh Thủ Đức,https://cafef.vn/du-lieu/CTG-2147838/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-dat-tru-so-chi-nhanh-thu-duc.chn?utm_source=du-lieu
80,(11/03/2025 00:00),CTG: Tài liệu họp ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/CTG-2147839/ctg-tai-lieu-hop-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
81,(05/03/2025 00:00),CTG: Giải trình biến động lợi nhuận trên BCTC kiểm toán năm 2024,https://cafef.vn/du-lieu/CTG-2143582/ctg-giai-trinh-bien-dong-loi-nhuan-tren-bctc-kiem-toan-nam-2024.chn?utm_source=du-lieu
82,(03/03/2025 00:00),"CTG: HĐQT thông qua nội dung mẫu hợp đồng tư vấn ba bên giữa khách hàng, Vietinbank và CTS",https://cafef.vn/du-lieu/CTG-2141925/ctg-hdqt-thong-qua-noi-dung-mau-hop-dong-tu-van-ba-ben-giua-khach-hang-vietinbank-va-cts.chn?utm_source=du-lieu
83,(03/03/2025 00:00),CTG: Thông báo thay đổi giấy phép thành lập và hoạt động,https://cafef.vn/du-lieu/CTG-2141945/ctg-thong-bao-thay-doi-giay-phep-thanh-lap-va-hoat-dong.chn?utm_source=du-lieu
84,(28/02/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch ngoại tệ với Vietinbank Lào,https://cafef.vn/du-lieu/CTG-2139877/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-ngoai-te-voi-vietinbank-lao.chn?utm_source=du-lieu
85,(28/02/2025 00:00),CTG: Thông báo Quyết định của NHNNVN về việc bổ sung nội dung hoạt động vào Giấy phép thành lập và hoạt động của CTG,https://cafef.vn/du-lieu/CTG-2140416/ctg-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-bo-sung-noi-dung-hoat-dong-vao-giay-phep-thanh-lap-va-hoat-dong-cua-ctg.chn?utm_source=du-lieu
86,(21/02/2025 00:00),"CTG: 6.3.2025, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2025",https://cafef.vn/du-lieu/CTG-2136925/ctg-632025-ngay-gdkhq-to-chuc-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
