,Thời gian,Tiêu đề,URL
11,(08/10/2025 00:00),"BID: 14.10.2025, ngày GDKHQ trả cổ tức năm 2024 bằng tiền mặt (450 đ/cp)",https://cafef.vn/du-lieu/BID-2312564/bid-14102025-ngay-gdkhq-tra-co-tuc-nam-2024-bang-tien-mat-450-dcp.chn?utm_source=du-lieu
12,(07/10/2025 07:52),"'Đế chế' của ông Phạm Nhật Vượng chỉ có 37,3% nhân sự nữ nhưng các nữ tướng chiếm 59%, ngân hàng là 'thánh địa' của giới nữ ngoại trừ Sacombank",https://cafef.vn/de-che-cua-ong-pham-nhat-vuong-chi-co-373-nhan-su-nu-nhung-cac-nu-tuong-chiem-59-ngan-hang-la-thanh-dia-cua-gioi-nu-ngoai-tru-sacombank-188251007075236181.chn?utm_source=du-lieu
13,(02/10/2025 00:00),"BID: HĐQT thông qua việc cấp hạn mức đối với Keb Hana Bank Co.,LTD",https://cafef.vn/du-lieu/BID-2309117/bid-hdqt-thong-qua-viec-cap-han-muc-doi-voi-keb-hana-bank-coltd.chn?utm_source=du-lieu
14,(02/10/2025 00:00),BID: Quyết định về việc chấm dứt hoạt động Chi nhánh Bình Hưng,https://cafef.vn/du-lieu/BID-2309264/bid-quyet-dinh-ve-viec-cham-dut-hoat-dong-chi-nhanh-binh-hung.chn?utm_source=du-lieu
15,(01/10/2025 00:00),"BID: Nghị quyết HĐQT thông qua hợp đồng, giao dịch làm đại lý quản lý tài sản bảo đảm tại Lào giữa BIDV và NH Liên doanh Lào Việt",https://cafef.vn/du-lieu/BID-2308281/bid-nghi-quyet-hdqt-thong-qua-hop-dong-giao-dich-lam-dai-ly-quan-ly-tai-san-bao-dam-tai-lao-giua-bidv-va-nh-lien-doanh-lao-viet.chn?utm_source=du-lieu
16,(01/10/2025 00:00),BID: Nghị quyết HĐQT về việc giao dịch với bên có liên quan,https://cafef.vn/du-lieu/BID-2308284/bid-nghi-quyet-hdqt-ve-viec-giao-dich-voi-ben-co-lien-quan.chn?utm_source=du-lieu
17,(01/10/2025 00:00),BID: Công bố thông tin các nội dung liên quan đến chi trả cổ tức bằng tiền mặt,https://cafef.vn/du-lieu/BID-2308410/bid-cong-bo-thong-tin-cac-noi-dung-lien-quan-den-chi-tra-co-tuc-bang-tien-mat.chn?utm_source=du-lieu
18,(01/10/2025 00:00),BID: Quyết định về việc chấm dứt hoạt động Chi nhánh Thành Nam,https://cafef.vn/du-lieu/BID-2308412/bid-quyet-dinh-ve-viec-cham-dut-hoat-dong-chi-nhanh-thanh-nam.chn?utm_source=du-lieu
19,(26/09/2025 00:00),BID: Thông báo về việc chấm dứt hoạt động đối với 06 chi nhánh và chuyển 04 chi nhánh thành PGD,https://cafef.vn/du-lieu/BID-2305525/bid-thong-bao-ve-viec-cham-dut-hoat-dong-doi-voi-06-chi-nhanh-va-chuyen-04-chi-nhanh-thanh-pgd.chn?utm_source=du-lieu
20,(23/09/2025 00:00),BID: Quyết định về việc thay đổi địa chỉ trụ sở Chi nhánh và các PGD trực thuộc - Chi nhánh Hà Giang,https://cafef.vn/du-lieu/BID-2302517/bid-quyet-dinh-ve-viec-thay-doi-dia-chi-tru-so-chi-nhanh-va-cac-pgd-truc-thuoc-chi-nhanh-ha-giang.chn?utm_source=du-lieu
21,(11/09/2025 00:00),BID: Quyết định của NHNN về việc sửa đổi nội dung địa chỉ trụ sở chính tại Giấy phép thành lập và hoạt động,https://cafef.vn/du-lieu/BID-2293896/bid-quyet-dinh-cua-nhnn-ve-viec-sua-doi-noi-dung-dia-chi-tru-so-chinh-tai-giay-phep-thanh-lap-va-hoat-dong.chn?utm_source=du-lieu
22,(11/09/2025 00:00),BID: HĐQT thông qua phụ lục hợp đồng đại lý bảo hiểm năm 2025 với BML,https://cafef.vn/du-lieu/BID-2294400/bid-hdqt-thong-qua-phu-luc-hop-dong-dai-ly-bao-hiem-nam-2025-voi-bml.chn?utm_source=du-lieu
23,(11/09/2025 00:00),BID: HĐQT thông qua hợp đồng thuê thêm diện tích trụ sở CN Hoàn Kiếm,https://cafef.vn/du-lieu/BID-2294401/bid-hdqt-thong-qua-hop-dong-thue-them-dien-tich-tru-so-cn-hoan-kiem.chn?utm_source=du-lieu
24,(11/09/2025 00:00),BID: Ủy quyền cho ông Trần Long - Phó tổng giám đốc công bố thông tin từ 1.9.2025,https://cafef.vn/du-lieu/BID-2294506/bid-uy-quyen-cho-ong-tran-long-pho-tong-giam-doc-cong-bo-thong-tin-tu-192025.chn?utm_source=du-lieu
25,(25/08/2025 08:08),"Công bố 200 doanh nghiệp nộp ngân sách lớn nhất Việt Nam: Tổng nộp 794.000 tỷ đồng, Vingroup thu hẹp khoảng cách với vị trí số 1 của PetroVietnam",https://cafef.vn/cong-bo-200-doanh-nghiep-nop-ngan-sach-lon-nhat-viet-nam-tong-nop-794000-ty-dong-vingroup-thu-hep-khoang-cach-voi-vi-tri-so-1-cua-petrovietnam-188250824225436112.chn?utm_source=du-lieu
26,(22/08/2025 00:00),BID: Quyết định của HĐQT số 897 ngày 22/08/2025,https://cafef.vn/du-lieu/BID-2281585/bid-quyet-dinh-cua-hdqt-so-897-ngay-22082025.chn?utm_source=du-lieu
27,(21/08/2025 00:00),BID: HĐQT thông qua hợp đồng/giao dịch liên quan đến CTCP Đầu tư và Phát triển Ngân Lực,https://cafef.vn/du-lieu/BID-2281403/bid-hdqt-thong-qua-hop-donggiao-dich-lien-quan-den-ctcp-dau-tu-va-phat-trien-ngan-luc.chn?utm_source=du-lieu
28,(20/08/2025 00:05),Lần đầu tiên trong lịch sử Việt Nam có 10 ngân hàng vốn hóa trên 100.000 tỷ,https://cafef.vn/lan-dau-tien-trong-lich-su-viet-nam-co-10-ngan-hang-von-hoa-tren-100000-ty-188250819225033748.chn?utm_source=du-lieu
29,(12/08/2025 00:00),BID: Quyết định về việc thay đổi địa chỉ trụ sở Chi nhánh Quy Nhơn,https://cafef.vn/du-lieu/BID-2269642/bid-quyet-dinh-ve-viec-thay-doi-dia-chi-tru-so-chi-nhanh-quy-nhon.chn?utm_source=du-lieu
30,(07/08/2025 17:36),BID: Quyết định về việc thay đổi địa chỉ đặt trụ sở Chi nhánh và địa chỉ đặt trụ sở Phòng GD Trấn Biên - CN Biên Hòa,https://cafef.vn/du-lieu/BID-2265518/bid-quyet-dinh-ve-viec-thay-doi-dia-chi-dat-tru-so-chi-nhanh-va-dia-chi-dat-tru-so-phong-gd-tran-bien-cn-bien-hoa.chn?utm_source=du-lieu
31,(02/08/2025 09:13),"20 doanh nghiệp niêm yết lãi lớn nhất 6T2025: 60% là ngân hàng, 15% là bất động sản, chỉ có 1 DN sản xuất",https://cafef.vn/20-doanh-nghiep-niem-yet-lai-lon-nhat-6t2025-60-la-ngan-hang-15-la-bat-dong-san-chi-co-1-dn-san-xuat-188250802085619235.chn?utm_source=du-lieu
32,(29/07/2025 00:00),BID: Báo cáo tình hình quản trị công ty 06 tháng đầu năm 2025,https://cafef.vn/du-lieu/BID-2271752/bid-bao-cao-tinh-hinh-quan-tri-cong-ty-06-thang-dau-nam-2025.chn?utm_source=du-lieu
33,(21/07/2025 00:00),BID: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng đầu năm 2025,https://cafef.vn/du-lieu/BID-2253174/bid-bao-cao-tinh-hinh-thanh-toan-goc-lai-trai-phieu-6-thang-dau-nam-2025.chn?utm_source=du-lieu
34,(16/07/2025 00:00),BID: Quyết định của TGĐ về việc thay đổi địa điểm đặt trụ sở Chi nhánh Phú Xuân,https://cafef.vn/du-lieu/BID-2247258/bid-quyet-dinh-cua-tgd-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-phu-xuan.chn?utm_source=du-lieu
35,(07/07/2025 00:00),BID: Quyết định về việc phê duyệt thay đổi mẫu con dấu,https://cafef.vn/du-lieu/BID-2240323/bid-quyet-dinh-ve-viec-phe-duyet-thay-doi-mau-con-dau.chn?utm_source=du-lieu
36,(04/07/2025 00:00),BID: CBTT thay đổi địa chỉ trụ sở các chi nhánh,https://cafef.vn/du-lieu/BID-2239406/bid-cbtt-thay-doi-dia-chi-tru-so-cac-chi-nhanh.chn?utm_source=du-lieu
37,(02/07/2025 07:03),"Cuộc đua vốn hóa 25 năm: Một công ty thủy điện từng giữ ngôi vua trước khi những 'gã khổng lồ' FPT, Vinamilk, Vietcombank 'tràn' lên sàn",https://cafef.vn/cuoc-dua-von-hoa-25-nam-mot-cong-ty-thuy-dien-tung-giu-ngoi-vua-truoc-khi-nhung-ga-khong-lo-fpt-vinamilk-vietcombank-tran-len-san-188250702070405395.chn?utm_source=du-lieu
38,(02/07/2025 00:00),BID: CBTT thay đổi địa chỉ trụ sở các chi nhánh,https://cafef.vn/du-lieu/BID-2236003/bid-cbtt-thay-doi-dia-chi-tru-so-cac-chi-nhanh.chn?utm_source=du-lieu
39,(27/06/2025 00:00),"BID: Quyết định số 4593, 4594 ngày 26/06/2025",https://cafef.vn/du-lieu/BID-2233340/bid-quyet-dinh-so-4593-4594-ngay-26062025.chn?utm_source=du-lieu
40,(19/06/2025 11:08),"CTCK dự báo lợi nhuận quý 2 của 11 ngân hàng: Sacombank, VietinBank, MB, VPBank, BIDV có thể tăng trưởng 2 chữ số",https://cafef.vn/ctck-du-bao-loi-nhuan-quy-2-cua-11-ngan-hang-sacombank-vietinbank-mb-vpbank-bidv-co-the-tang-truong-2-chu-so-188250619105742072.chn?utm_source=du-lieu
41,(13/06/2025 00:00),BID: HĐQT thông qua Phụ lục hợp đồng đại lý năm 2025 với BML,https://cafef.vn/du-lieu/BID-2221206/bid-hdqt-thong-qua-phu-luc-hop-dong-dai-ly-nam-2025-voi-bml.chn?utm_source=du-lieu
42,(12/06/2025 00:00),BID: CBTT sửa đổi điều lệ tổ chức và hoạt động,https://cafef.vn/du-lieu/BID-2220237/bid-cbtt-sua-doi-dieu-le-to-chuc-va-hoat-dong.chn?utm_source=du-lieu
43,(03/06/2025 00:00),BID: Quyết định của HĐQT số 644 ngày 31/05/2025,https://cafef.vn/du-lieu/BID-2212516/bid-quyet-dinh-cua-hdqt-so-644-ngay-31052025.chn?utm_source=du-lieu
44,(29/05/2025 00:00),"BID: Quyết định của TGĐ về việc thay đổi tên, địa điểm đặt trụ sở Chi nhánh Mộc Hóa",https://cafef.vn/du-lieu/BID-2211152/bid-quyet-dinh-cua-tgd-ve-viec-thay-doi-ten-dia-diem-dat-tru-so-chi-nhanh-moc-hoa.chn?utm_source=du-lieu
45,(19/05/2025 00:01),"“MAG-7 chứng khoán Việt Nam”: 4 ngân hàng và 3 cổ phiếu “họ” Vingroup, tổng vốn hóa gần 1,9 triệu tỷ đồng",https://cafef.vn/mag7-chung-khoan-viet-nam-4-ngan-hang-va-3-co-phieu-ho-vingroup-tong-von-hoa-gan-19-trieu-ty-dong-188250518223626178.chn?utm_source=du-lieu
46,(16/05/2025 00:00),"BID: HĐQT phê duyệt phương án, thông qua hợp đồng cho thuê một phần diện tích chưa sử dụng tại Phòng GD Trường Thi",https://cafef.vn/du-lieu/BID-2199047/bid-hdqt-phe-duyet-phuong-an-thong-qua-hop-dong-cho-thue-mot-phan-dien-tich-chua-su-dung-tai-phong-gd-truong-thi.chn?utm_source=du-lieu
47,(16/05/2025 00:00),"BID: HĐQT phê duyệt phương án, thông qua hợp đồng cho BIC thuê một phần diện tích chưa sử dụng tại CN Đông Hải Phòng",https://cafef.vn/du-lieu/BID-2199048/bid-hdqt-phe-duyet-phuong-an-thong-qua-hop-dong-cho-bic-thue-mot-phan-dien-tich-chua-su-dung-tai-cn-dong-hai-phong.chn?utm_source=du-lieu
48,(16/05/2025 00:00),"BID: HĐQT phê duyệt phương án, thông qua hợp đồng cho BIC thuê một phần diện tích chưa sử dụng tại Phòng GD Cẩm Bình",https://cafef.vn/du-lieu/BID-2199049/bid-hdqt-phe-duyet-phuong-an-thong-qua-hop-dong-cho-bic-thue-mot-phan-dien-tich-chua-su-dung-tai-phong-gd-cam-binh.chn?utm_source=du-lieu
49,(15/05/2025 00:00),BID: Thông báo Quyết định của NHNNVN về việc bổ sung nội dung hoạt động vào Giấy phép thành lập và hoạt động của BID,https://cafef.vn/du-lieu/BID-2198542/bid-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-bo-sung-noi-dung-hoat-dong-vao-giay-phep-thanh-lap-va-hoat-dong-cua-bid.chn?utm_source=du-lieu
50,(14/05/2025 00:00),"BID: 2.3.2026, giao dịch 123.846.649 cp niêm yết bổ sung",https://cafef.vn/du-lieu/BID-2197624/bid-232026-giao-dich-123846649-cp-niem-yet-bo-sung.chn?utm_source=du-lieu
51,(08/05/2025 10:59),BID: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Hùng Vương,https://cafef.vn/du-lieu/BID-2227326/bid-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-hung-vuong.chn?utm_source=du-lieu
52,(08/05/2025 00:00),BID: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Hùng Vương,https://cafef.vn/du-lieu/BID-2197186/bid-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-hung-vuong.chn?utm_source=du-lieu
53,(07/05/2025 00:00),"BID: Quyết định của HĐQT về việc phê duyệt phương án, nội dung hợp đồng cho BIC thuê phần diện tích chưa sử dụng tại PGD Lộc Thọ",https://cafef.vn/du-lieu/BID-2197033/bid-quyet-dinh-cua-hdqt-ve-viec-phe-duyet-phuong-an-noi-dung-hop-dong-cho-bic-thue-phan-dien-tich-chua-su-dung-tai-pgd-loc-tho.chn?utm_source=du-lieu
54,(06/05/2025 00:00),"BID: 7.5.2025, niêm yết bổ sung 123.846.649 cp",https://cafef.vn/du-lieu/BID-2196347/bid-752025-niem-yet-bo-sung-123846649-cp.chn?utm_source=du-lieu
55,(28/04/2025 00:00),BID: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2193108/bid-bien-ban-hop-va-nghi-quyet-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
56,(28/04/2025 00:00),"BID: Bổ nhiệm ông Lê Quốc Nghị làm Thành viên HĐQT, ông Huỳnh Phương làm Thành viên BKS từ 26.4.2025",https://cafef.vn/du-lieu/BID-2219704/bid-bo-nhiem-ong-le-quoc-nghi-lam-thanh-vien-hdqt-ong-huynh-phuong-lam-thanh-vien-bks-tu-2642025.chn?utm_source=du-lieu
57,(25/04/2025 00:00),"BID: Nghị quyết HĐQT về việc cập nhật, bổ sung tài liệu họp ĐHĐCĐ thường niên 2025",https://cafef.vn/du-lieu/BID-2191181/bid-nghi-quyet-hdqt-ve-viec-cap-nhat-bo-sung-tai-lieu-hop-dhdcd-thuong-nien-2025.chn?utm_source=du-lieu
58,(25/04/2025 00:00),BID: Nghị quyết HĐQT phê duyệt phương án phát hành trái phiếu tăng vốn theo hình thức riêng lẻ năm 2025,https://cafef.vn/du-lieu/BID-2191183/bid-nghi-quyet-hdqt-phe-duyet-phuong-an-phat-hanh-trai-phieu-tang-von-theo-hinh-thuc-rieng-le-nam-2025.chn?utm_source=du-lieu
59,(23/04/2025 00:00),"BID: HĐQT thông qua hợp đồng, giao dịch thuê thêm diện tích văn phòng tại tầng 10, tháp BIDV",https://cafef.vn/du-lieu/BID-2186187/bid-hdqt-thong-qua-hop-dong-giao-dich-thue-them-dien-tich-van-phong-tai-tang-10-thap-bidv.chn?utm_source=du-lieu
60,(21/04/2025 10:06),BID: Báo cáo thường niên năm 2024,https://cafef.vn/du-lieu/BID-2178539/bid-bao-cao-thuong-nien-nam-2024.chn?utm_source=du-lieu
61,(17/04/2025 00:00),BID: Thông báo Quyết định của NHNNVN về việc sửa đổi nội dung vốn điều lệ tại Giấy phép hoạt động của BID,https://cafef.vn/du-lieu/BID-2181749/bid-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-sua-doi-noi-dung-von-dieu-le-tai-giay-phep-hoat-dong-cua-bid.chn?utm_source=du-lieu
62,(31/03/2025 00:00),BID: Sửa đổi điều lệ tổ chức và hoạt động,https://cafef.vn/du-lieu/BID-2162099/bid-sua-doi-dieu-le-to-chuc-va-hoat-dong.chn?utm_source=du-lieu
63,(31/03/2025 00:00),BID: Nghị quyết HĐQT phê duyệt điều chỉnh thời gian tổ chức ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2162374/bid-nghi-quyet-hdqt-phe-duyet-dieu-chinh-thoi-gian-to-chuc-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
64,(21/03/2025 00:00),BID: Nghị quyết HĐQT về việc phê duyệt phương án mua lại trái phiếu,https://cafef.vn/du-lieu/BID-2155362/bid-nghi-quyet-hdqt-ve-viec-phe-duyet-phuong-an-mua-lai-trai-phieu.chn?utm_source=du-lieu
65,(20/03/2025 00:00),BID: Thông báo giấy chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký của BID,https://cafef.vn/du-lieu/BID-2154473/bid-thong-bao-giay-chung-nhan-dieu-chinh-thong-tin-so-luong-co-phieu-dang-ky-cua-bid.chn?utm_source=du-lieu
66,(14/03/2025 00:00),BID: Link công bố tài liệu họp ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2149825/bid-link-cong-bo-tai-lieu-hop-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
67,(12/03/2025 00:00),BID: HĐQT thông qua phụ lục hợp đồng đại lý năm 2025 với BIDV MetLife,https://cafef.vn/du-lieu/BID-2148338/bid-hdqt-thong-qua-phu-luc-hop-dong-dai-ly-nam-2025-voi-bidv-metlife.chn?utm_source=du-lieu
68,(12/03/2025 00:00),BID: Thông báo thay đổi nhân sự (kèm Quyết định HĐQT),https://cafef.vn/du-lieu/BID-2148342/bid-thong-bao-thay-doi-nhan-su-kem-quyet-dinh-hdqt.chn?utm_source=du-lieu
69,(07/03/2025 00:00),BID: Thông báo công văn của UBCKNN về báo cáo kết quả chào bán cổ phiếu riêng lẻ của BID,https://cafef.vn/du-lieu/BID-2144609/bid-thong-bao-cong-van-cua-ubcknn-ve-bao-cao-ket-qua-chao-ban-co-phieu-rieng-le-cua-bid.chn?utm_source=du-lieu
70,(06/03/2025 00:00),BID: Thông báo ký kết hợp đồng kiểm toán BCTC 2025,https://cafef.vn/du-lieu/BID-2143827/bid-thong-bao-ky-ket-hop-dong-kiem-toan-bctc-2025.chn?utm_source=du-lieu
71,(05/03/2025 00:00),"BID: HĐQT phê duyệt phương án, hợp đồng cho thuê một phần diện tích chưa sử dụng tại Chi nhánh Hà Tĩnh",https://cafef.vn/du-lieu/BID-2143630/bid-hdqt-phe-duyet-phuong-an-hop-dong-cho-thue-mot-phan-dien-tich-chua-su-dung-tai-chi-nhanh-ha-tinh.chn?utm_source=du-lieu
72,(03/03/2025 00:00),BID: Đã phát hành riêng lẻ 123.846.649 cp,https://cafef.vn/du-lieu/BID-2141549/bid-da-phat-hanh-rieng-le-123846649-cp.chn?utm_source=du-lieu
73,(03/03/2025 00:00),BID: CBTT thay đổi địa chỉ trụ sở chi nhánh Phú Mỹ,https://cafef.vn/du-lieu/BID-2141955/bid-cbtt-thay-doi-dia-chi-tru-so-chi-nhanh-phu-my.chn?utm_source=du-lieu
74,(21/02/2025 00:00),"BID: 7.3.2025, ngày GDKHQ tham dự ĐHCĐ thường niên năm 2025",https://cafef.vn/du-lieu/BID-2135413/bid-732025-ngay-gdkhq-tham-du-dhcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
75,(19/02/2025 00:00),BID: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Hồng Hà,https://cafef.vn/du-lieu/BID-2133728/bid-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-hong-ha.chn?utm_source=du-lieu
76,(18/02/2025 00:00),BID: Nghị quyết HĐQT về việc tổ chức ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2132950/bid-nghi-quyet-hdqt-ve-viec-to-chuc-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu
77,(13/02/2025 00:00),"BID: HĐQT thông qua hợp đồng bảo hiểm tiền, vàng vận chuyển của CN với BIC",https://cafef.vn/du-lieu/BID-2130267/bid-hdqt-thong-qua-hop-dong-bao-hiem-tien-vang-van-chuyen-cua-cn-voi-bic.chn?utm_source=du-lieu
78,(12/02/2025 00:00),BID: Thông báo công văn của UBCKNN về hồ sơ đăng ký chào bán cổ phiếu riêng lẻ của BID,https://cafef.vn/du-lieu/BID-2129058/bid-thong-bao-cong-van-cua-ubcknn-ve-ho-so-dang-ky-chao-ban-co-phieu-rieng-le-cua-bid.chn?utm_source=du-lieu
79,(12/02/2025 00:00),BID: Quyết định HĐQT về việc thay đổi địa chỉ các Chi nhánh,https://cafef.vn/du-lieu/BID-2129059/bid-quyet-dinh-hdqt-ve-viec-thay-doi-dia-chi-cac-chi-nhanh.chn?utm_source=du-lieu
80,(09/02/2025 08:57),"Top 50 lợi nhuận 2024 vẫn là cuộc áp đảo của ngân hàng và BĐS, BSR, KBC, HAG, NVL 'biến mất' trong khi 2 công ty họ GELEX trỗi dậy",https://cafef.vn/top-50-loi-nhuan-2024-van-la-cuoc-ap-dao-cua-ngan-hang-va-bds-bsr-kbc-hag-nvl-bien-mat-trong-khi-2-cong-ty-ho-gelex-troi-day-188250209085725353.chn?utm_source=du-lieu
81,(03/02/2025 00:00),BID: CBTT thay đổi địa điểm Chi nhánh Trà Vinh,https://cafef.vn/du-lieu/BID-2123945/bid-cbtt-thay-doi-dia-diem-chi-nhanh-tra-vinh.chn?utm_source=du-lieu
82,(03/02/2025 00:00),BID: Điều chỉnh Nghị quyết HĐQT số 31 về việc phê duyệt triển khai phương án chào bán cổ phiếu riêng lẻ,https://cafef.vn/du-lieu/BID-2123949/bid-dieu-chinh-nghi-quyet-hdqt-so-31-ve-viec-phe-duyet-trien-khai-phuong-an-chao-ban-co-phieu-rieng-le.chn?utm_source=du-lieu
83,(03/02/2025 00:00),BID: Báo cáo tình hình quản trị công ty năm 2024,https://cafef.vn/du-lieu/BID-2134893/bid-bao-cao-tinh-hinh-quan-tri-cong-ty-nam-2024.chn?utm_source=du-lieu
84,(24/01/2025 00:00),BID: Thông báo công văn của NHNN về việc chấp thuận cho BID tăng vốn điều lệ,https://cafef.vn/du-lieu/BID-2120575/bid-thong-bao-cong-van-cua-nhnn-ve-viec-chap-thuan-cho-bid-tang-von-dieu-le.chn?utm_source=du-lieu
85,(24/01/2025 00:00),"BID: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu năm 2024",https://cafef.vn/du-lieu/BID-2120577/bid-bao-cao-dinh-ky-tinh-hinh-thanh-toan-goc-lai-trai-phieu-nam-2024.chn?utm_source=du-lieu
86,(20/01/2025 00:03),"Bản đồ tỷ đô tại Hà Nội: Hoàn Kiếm là địa bàn của nhóm Ngân hàng, 1 công ty họ Vingroup chuyển nhà phút chót, lý do FPT 'ôm' Cầu Giấy",https://cafef.vn/ban-do-ty-do-tai-ha-noi-hoan-kiem-la-dia-ban-cua-nhom-ngan-hang-1-cong-ty-ho-vingroup-chuyen-nha-phut-chot-ly-do-fpt-om-cau-giay-188250119215141865.chn?utm_source=du-lieu
87,(20/01/2025 00:00),BID: Thông báo Quyết định của NHNNVN về việc sửa đổi nội dung vốn điều lệ tại Giấy phép hoạt động của BID,https://cafef.vn/du-lieu/BID-2117807/bid-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-sua-doi-noi-dung-von-dieu-le-tai-giay-phep-hoat-dong-cua-bid.chn?utm_source=du-lieu
88,(20/01/2025 00:00),BID: HĐQT thông qua giao dịch hợp vốn và dự thảo Thỏa thuận cho vay hợp vốn đối với khách hàng CTCP Đầu tư Thành Thắng Group,https://cafef.vn/du-lieu/BID-2117969/bid-hdqt-thong-qua-giao-dich-hop-von-va-du-thao-thoa-thuan-cho-vay-hop-von-doi-voi-khach-hang-ctcp-dau-tu-thanh-thang-group.chn?utm_source=du-lieu
