Unnamed: 0,Thời gian,Tiêu đề,URL,content
10,(08/10/2025 00:00),CTG: Đơn từ nhiệm của bà Phạm Thị Thơm - thành viên BKS,https://cafef.vn/du-lieu/CTG-2313515/ctg-don-tu-nhiem-cua-ba-pham-thi-thom-thanh-vien-bks.chn?utm_source=du-lieu,
11,(07/10/2025 07:52),"'Đế chế' của ông Phạm Nhật Vượng chỉ có 37,3% nhân sự nữ nhưng các nữ tướng chiếm 59%, ngân hàng là 'thánh địa' của giới nữ ngoại trừ Sacombank",https://cafef.vn/de-che-cua-ong-pham-nhat-vuong-chi-co-373-nhan-su-nu-nhung-cac-nu-tuong-chiem-59-ngan-hang-la-thanh-dia-cua-gioi-nu-ngoai-tru-sacombank-188251007075236181.chn?utm_source=du-lieu,"Theo Báo cáo thường niên 2024 của 21 doanh nghiệp có giá trị vốn hoá lớn nhất thị trường chứng khoán Việt Nam tại thời điểm 6/10/2025 (bỏ qua ACV và Viettel Global do không công bố cơ cấu lao động), trên tổng quy mô hơn 576.000 nhân sự, cán cân giới tính vẫn nghiêng về phía nam giới khi có 11/21 doanh nghiệp có tỷ lệ nhân sự nam ‘áp đảo’ so với nhân sự nữ, đặc biệt trong các lĩnh vực công nghiệp nặng và công nghệ.
Điển hình như Tập đoàn Hòa Phát (HPG) chỉ có chưa đầy 12% nhân sự là nữ giới, PV GAS (GAS) có 21% hay Vinamilk cũng chỉ có 24,8% nhân sự là nữ... do đặc thù công việc có yêu cầu về sức khỏe thể chất, điều kiện làm việc khắc nghiệt, môi trường làm việc ngoài trời…
Trong khi đó, khối ngân hàng là nơi có đông nhân sự nữ nhất, với tỷ lệ trên dưới 60%. Ngân hàng duy nhất có tỷ lệ nữ dưới 50% là Sacombank (STB) với 48,28%.
Tuy nhiên, khi đi sâu vào cơ cấu lãnh đạo, một ""nghịch lý"" thú vị đã xuất hiện, đặc biệt tại những tập đoàn đa ngành lớn nhất.
Tại Vingroup (VIC), dù lao động nữ chỉ chiếm 37,3% tổng số nhân sự, nhưng lại có đến 59% các vị trí quản lý tại tập đoàn này do phụ nữ nắm giữ. Câu chuyện ""nữ quyền"" tại Vingroup không chỉ thể hiện qua các con số mà còn là một phần trong triết lý dùng người của nhà sáng lập. Các vị trí lãnh đạo cao cấp nhất quanh Chủ tịch Phạm Nhật Vượng, từ tài chính, kinh doanh đến pháp lý, phần lớn đều là các ""nữ tướng"".
Lý giải về điều này, ông Vượng từng chia sẻ trong một buổi nói chuyện trước đây rằng phụ nữ có những thế mạnh đặc biệt ở vai trò quản trị. Ông cho rằng: ""Ở các cương vị như các cấp phó hay các nhà quản trị thì rõ ràng nữ tốt hơn... Ví dụ tài chính kế toán, pháp lý kinh doanh, là thế mạnh của phụ nữ. Cho nên đương nhiên những vị trí đó bao giờ chúng tôi cũng bổ nhiệm phụ nữ.""
Triết lý này đã biến Vingroup thành một ví dụ điển hình cho việc trao quyền cho các lãnh đạo nữ, bất kể tỷ lệ của họ trong tổng thể lực lượng lao động.
Nhưng điều này không diễn ra tại Vinhomes - công ty con phụ trách mảng bất động sản của Vingroup. Vinhomes có 34,2% lao động là nữ, và cũng chỉ có tỷ lệ nữ quản lý là 28,7%.
Ngược lại với Vingroup, tại Masan Group (MSN), dù tỷ lệ nhân sự nữ tới 62,4% nhưng tỷ lệ nữ quản lý chỉ chiếm 43%. Trong khi đó, tại Masan Consumer chứng kiến ‘nữ quyền’ lớn hơn khi tỷ lệ nhân sự nữ chỉ 35,3% nhưng nữ quản lý chiếm gần 43% số cán bộ quản lý.
Về phía các ngân hàng, Sacombank không chỉ có tỷ lệ nữ nhân sự thấp hơn hẳn các ngân hàng khác (dưới 50%) mà tỷ lệ nữ quản lý tại ngân hàng này cũng thấp nhất: 24,1% - con số này còn thấp hơn tại các công ty như Vinamilk, Vinhomes.
Một số ngân hàng có tỷ lệ nữ nhân sự cao, nhưng nữ quản lý lại thấp dưới 50% là LPBank (32,8%), MB (45%) và HDBank (43%).  Điều này cho thấy mặc dù ngành tài chính - ngân hàng thu hút một lượng lớn nhân sự nữ, con đường tiến tới các vị trí lãnh đạo cao nhất của họ vẫn còn nhiều thách thức hơn so với các đồng nghiệp nam.
Nhìn rộng ra toàn thị trường, trong báo cáo ""Giới và thị trường lao động ở Việt Nam"" của Tổ chức Lao động Quốc tế (ILO) năm 2021 cho biết, Việt Nam có tỷ lệ phụ nữ tham gia lực lượng lao động rất cao so với thế giới (trên 70%).
Tuy nhiên, phụ nữ Việt Nam vẫn phải đối mặt với sự bất bình đẳng về cơ hội và gánh vác ""trách nhiệm kép"" khi phải dành thời gian cho công việc không lương tại nhà nhiều hơn nam giới gấp đôi. Điều này ảnh hưởng trực tiếp đến sự phát triển nghề nghiệp của họ. ILO nhấn mạnh rằng dù phụ nữ chiếm gần một nửa lực lượng lao động, họ chỉ đảm nhận khoảng 1/4 các vị trí lãnh đạo, quản lý chung trên toàn thị trường."
12,(03/10/2025 00:00),"CTG: 14.10.2025, ngày GDKHQ trả cổ tức năm 2024 bằng tiền (450 đ/cp)",https://cafef.vn/du-lieu/CTG-2310658/ctg-14102025-ngay-gdkhq-tra-co-tuc-nam-2024-bang-tien-450-dcp.chn?utm_source=du-lieu,
13,(01/10/2025 10:10),VietinBank chốt ngày chi hơn 2.400 tỷ đồng trả cổ tức tiền mặt,https://cafef.vn/vietinbank-chot-ngay-chi-hon-2400-ty-dong-tra-co-tuc-tien-mat-188251001091021645.chn?utm_source=du-lieu,"Ngân hàng TMCP Công thương Việt Nam (VietinBank, mã: CTG) vừa công bố nghị quyết về việc chi trả cổ tức năm 2024 bằng tiền mặt.
Theo đó, VietinBank sẽ thanh toán cổ tức với tỷ lệ 4,5%, tương ứng 450 đồng/cổ phiếu. Với hơn 5,36 tỷ cổ phiếu đang lưu hành, VietinBank dự kiến chi ra 2.416,5 tỷ đồng cho đợt trả cổ tức này.
Ngày đăng ký cuối cùng để chốt quyền nhận cổ tức là 15/10/2025. Ngày chi trả 17/11/2025.
Hiện Ngân hàng Nhà nước là cổ đông lớn nhất nắm giữ hơn 3,46 tỷ cổ phiếu CTG, tương ứng sẽ nhận khoảng 1.557,8 tỷ đồng tiền cổ tức.
Cổ đông chiến lược MUFG Bank sở hữu hơn 1,05 tỷ cổ phiếu sẽ nhận gần 476,7 tỷ đồng. Công đoàn VietinBank với hơn 61,6 triệu cổ phiếu dự kiến nhận gần 27,7 tỷ đồng.
Công ty TNHH Bảo hiểm Nhân thọ Prudential Việt Nam với gần 57,6 triệu cổ phiếu sẽ nhận khoảng 25,9 tỷ đồng.
Ngoài trả cổ tức tiền mặt, VietinBank còn có kế hoạch phát hành tối đa gần 2,4 tỷ cổ phiếu để chia cổ tức cho cổ đông với tỷ lệ 44,64%.
Nguồn vốn thực hiện từ lợi nhuận còn lại năm 2021, 2022 và giai đoạn 2009-2016. Thời gian phát hành cụ thể sẽ được quyết định sau khi có chấp thuận từ cơ quan quản lý.
Nếu phương án được triển khai, vốn điều lệ của VietinBank sẽ tăng lên 77.671 tỷ đồng. Số vốn tăng thêm gần 24.000 tỷ đồng dự kiến được dùng để phục vụ hoạt động kinh doanh, đầu tư cơ sở vật chất, hạ tầng công nghệ, phát triển dịch vụ và mở rộng hoạt động tín dụng, đầu tư.
Đây sẽ là lần chia cổ tức bằng cổ phiếu với tỷ lệ cao nhất trong lịch sử ngân hàng này, vượt qua mức 29% năm 2021 và 11,74% năm 2023."
14,(30/09/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chủ trương thay đổi địa điểm đặt trụ sở Chi nhánh Bắc Thăng Long,https://cafef.vn/du-lieu/CTG-2307607/ctg-nghi-quyet-hdqt-phe-duyet-chu-truong-thay-doi-dia-diem-dat-tru-so-chi-nhanh-bac-thang-long.chn?utm_source=du-lieu,
15,(30/09/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt chi trả cổ tức năm 2024 bằng tiền,https://cafef.vn/du-lieu/CTG-2307609/ctg-nghi-quyet-hdqt-phe-duyet-chi-tra-co-tuc-nam-2024-bang-tien.chn?utm_source=du-lieu,
16,(26/09/2025 00:00),CTG: Nghị quyết HĐQT số 376 ngày 26/09/2025,https://cafef.vn/du-lieu/CTG-2306480/ctg-nghi-quyet-hdqt-so-376-ngay-26092025.chn?utm_source=du-lieu,
17,(17/09/2025 16:05),CTG: Báo cáo kết quả giao dịch cổ phiếu của người liên quan của Người nội bộ Đỗ Thị Thanh Thúy,https://cafef.vn/du-lieu/CTG-2298203/ctg-bao-cao-ket-qua-giao-dich-co-phieu-cua-nguoi-lien-quan-cua-nguoi-noi-bo-do-thi-thanh-thuy.chn?utm_source=du-lieu,
18,(17/09/2025 15:58),CTG: Thông báo giao dịch cổ phiếu của người có liên quan đến người nội bộ Mai Xuân Hiền,https://cafef.vn/du-lieu/CTG-2298192/ctg-thong-bao-giao-dich-co-phieu-cua-nguoi-co-lien-quan-den-nguoi-noi-bo-mai-xuan-hien.chn?utm_source=du-lieu,
19,(05/09/2025 00:00),CTG: Nghị quyết HĐQT thông qua văn bản sửa đổi bổ sung Hợp đồng đại lý bảo hiểm với VBI,https://cafef.vn/du-lieu/CTG-2291446/ctg-nghi-quyet-hdqt-thong-qua-van-ban-sua-doi-bo-sung-hop-dong-dai-ly-bao-hiem-voi-vbi.chn?utm_source=du-lieu,
20,(03/09/2025 13:29),VietinBank lên kế hoạch lợi nhuận trước thuế 32.500 tỷ đồng,https://cafef.vn/vietinbank-len-ke-hoach-loi-nhuan-truoc-thue-32500-ty-dong-188250903132927359.chn?utm_source=du-lieu,"Ngân hàng TMCP Công thương Việt Nam (VietinBank, mã chứng khoán: CTG) vừa công bố Nghị quyết HĐQT phê duyệt và công bố các chỉ tiêu kế hoạch kinh doanh năm 2025.
Theo nghị quyết ngày 3/9/2025, VietinBank đặt mục tiêu tăng trưởng tổng tài sản từ 8% đến 10% trong năm nay. Đồng thời, lợi nhuận riêng lẻ trước thuế ngân hàng mẹ năm 2025 đạt khoảng 32.500 tỷ đồng.
Ngân hàng dự kiến tiếp tục mở rộng dư nợ tín dụng theo hạn mức tăng trưởng được Ngân hàng Nhà nước phê duyệt. Nguồn vốn huy động tăng trưởng phù hợp với tốc độ tín dụng, nhằm đảm bảo các tỷ lệ an toàn theo quy định. Tỷ lệ nợ xấu/dư nợ tín dụng theo Thông tư 31 được kiểm soát dưới 1,8%.
Trong quý II/2025, VietinBank ghi nhận lợi nhuận trước thuế hợp nhất 12.097 tỷ đồng, tăng gần 80% so với cùng kỳ, cao nhất trên thị trường chứng khoán. Lũy kế 6 tháng, nhà băng đạt 18.900 tỷ đồng lợi nhuận trước thuế, tăng 46% so với cùng kỳ năm ngoái, xếp thứ hai toàn ngành sau Vietcombank (gần 21.900 tỷ đồng).
So với các ngân hàng còn lại trong nhóm Big4, kết quả của VietinBank cao hơn BIDV (khoảng 10.000 tỷ đồng quý II) và Agribank, cũng như một số ngân hàng tư nhân như Techcombank (7.899 tỷ đồng quý II).
Theo báo cáo Triển vọng các tháng cuối năm 2025 của Công ty Chứng khoán Vietcombank (VCBS), VietinBank được dự báo có mức tăng trưởng tín dụng tương đương trung bình ngành (16,9%) trong năm nay. Biên lãi ròng (NIM) được kỳ vọng cải thiện từ nửa sau năm, nhờ cả hoạt động huy động và cho vay.
VCBS cũng cho rằng, chất lượng tài sản của VietinBank đang được kiểm soát, với một số khách hàng tái cơ cấu hết thời gian thử thách được chuyển về nhóm nợ thấp hơn, qua đó có thể hoàn nhập trích lập trong quý II. Trên cơ sở này, VCBS dự phóng lợi nhuận trước thuế cả năm 2025 của VietinBank đạt khoảng 36.966 tỷ đồng, tăng 26% so với năm 2024 – cao hơn kế hoạch ngân hàng đặt ra."
21,(03/09/2025 00:00),"CTG: Nghị quyết HĐQT phê duyệt, công bố chính thức các chỉ tiêu kế hoạch KD năm 2025",https://cafef.vn/du-lieu/CTG-2289732/ctg-nghi-quyet-hdqt-phe-duyet-cong-bo-chinh-thuc-cac-chi-tieu-ke-hoach-kd-nam-2025.chn?utm_source=du-lieu,
22,(30/08/2025 13:30),"Những yếu tố giúp VietinBank trở thành ""ngôi sao"" sáng nhất quý II/2025",https://cafef.vn/nhung-yeu-to-giup-vietinbank-tro-thanh-ngoi-sao-sang-nhat-quy-ii2025-188250830131634412.chn?utm_source=du-lieu,
23,(27/08/2025 01:03),"Xoá bỏ độc quyền sản xuất vàng miếng, ngân hàng nào ""sáng cửa"" tham gia?",https://cafef.vn/xoa-bo-doc-quyen-san-xuat-vang-mieng-ngan-hang-nao-sang-cua-tham-gia-188250827010331959.chn?utm_source=du-lieu,"Chính phủ vừa ban hành Nghị định số 232/2025/NĐ-CP ngày 26/8/2025 sửa đổi bổ sung một số điều của Nghị định số 24/2012/NĐ-CP ngày 03/4/2012 của Chính phủ về quản lý hoạt động kinh doanh vàng. Đáng chú ý, Nghị định 232/2025/NĐ-CP là đã bãi bỏ khoản 3 Điều 4 của Nghị định 24/2012/NĐ-CP xóa bỏ cơ chế Nhà nước độc quyền sản xuất vàng miếng, xuất khẩu vàng nguyên liệu và nhập khẩu vàng nguyên liệu để sản xuất vàng miếng.
Theo đó, doanh nghiệp muốn được cấp phép sản xuất vàng miếng phải có vốn điều lệ tối thiểu 1.000 tỷ, ngân hàng là 50.000 tỷ đồng. Các đơn vị này phải trong danh sách đang được Ngân hàng Nhà nước cấp giấy phép kinh doanh mua, bán kim loại quý, không bị xử phạt hoặc đã khắc phục xong nếu vi phạm.
Chiếu theo quy mô vốn điều lệ hiện hành, chỉ một số doanh nghiệp “đầu ngành” có vốn điều lệ từ 1.000 tỷ đồng trở lên, có thể kể đến như PNJ, DOJI, SJC. Trong nhóm ngân hàng, những cái tên như Vietcombank, MB, VPBank, Techcombank, BIDV, VietinBank, Agribank và ACB là đáp ứng được điều kiện vốn điều lệ trên 50.000 tỷ đồng.
Thực tế, trong hệ sinh thái của một số ngân hàng hiện đã có công ty thành viên hoạt động trong lĩnh vực kinh doanh vàng, bạc, đá quý. Điển hình như Công ty TNHH MTV Vàng bạc đá quý – Ngân hàng TMCP Công thương Việt Nam (VietinBank Gold) được cấp Giấy chứng nhận ĐKKD từ tháng 11/2010 và đang được hạch toán trên BCTC là công ty con do VietinBank (mã CTG) nắm 100% vốn.
Tương tự, Sacombank (mã STB) cũng có một công ty con hoạt động trong lĩnh vực kinh doanh vàng, bạc, đá quý là Công ty TNHH MTV Vàng bạc đá quý Ngân hàng Sài Gòn Thương Tín (Sacombank-SBJ). Pháp nhân này được thành lập từ năm 2008 với vốn điều lệ 200 tỷ đồng do Sacombank nắm 100% vốn.
Trong khi đó, dù không trực tiếp ghi nhận trên báo cáo tài chính nhưng một số ngân hàng lại có mối quan hệ mật thiết với các công ty kinh doanh vàng, bạc, đá quý. Điển hình là trường hợp của TPBank (mã TPB) khi CTCP Tập đoàn Vàng bạc đá quý Doji đang là cổ đông lớn nắm hơn 5,9% cổ phần tại ngân hàng này. Ông Đỗ Minh Phú - Chủ tịch HĐQT TPBank cũng là Chủ tịch Hội đồng sáng lập Doji.
Một trường hợp khác là SeABank (mã SSB) và CTCP Vàng bạc đá quý ASEAN (AJC). AJC tiền thân là Công ty Kinh doanh Mỹ nghệ vàng bạc đá quý Agribank thành lập theo quyết định của Agribank là đơn vị hạch toán phụ thuộc Ngân hàng. Đến tháng 9/2008, doanh nghiệp này tiến hành đấu giá bán cổ phần lần đầu tiên và có 2 cổ đông chiến lược là SeABank và Tập đoàn Nam Cường và nhiều cổ đông phổ thông khác.
Sau khi Agribank đấu giá thành công thoái vốn hơn 12,6 triệu cổ phần AJC vào cuối năm 2017, AJC xuất hiện 3 cổ đông lớn mới, trong đó Công ty TNHH Thung lũng Vua đã nâng sở hữu lên 18,16% vốn điều lệ. Đáng chú ý, đây là một thành viên của Tập đoàn BRG của bà Nguyễn Thị Nga – Phó Chủ tịch thường trực SeABank.
Ngoài ra, ACB cũng là một trong những cái tên đáng chú ý với quy mô vốn điều lệ lớn và từng có kinh nghiệm vận hành sàn giao dịch vàng và kinh doanh vàng trong quá khứ.
Nhìn chung, với cục diện hiện nay, VietinBank có lẽ là ứng cử viên sáng giá nhất sẵn sàng nhập cuộc sân chơi sản xuất vàng miếng khi vừa đáp ứng điều kiện về vốn điều lệ, vừa có sẵn công ty thành viên hoạt động trong lĩnh vực kinh doanh vàng, bạc, đá quý."
24,(26/08/2025 00:00),CTG: Nghị quyết HĐQT phê duyệt thay đổi và sử dụng mẫu dấu của Vietinbank,https://cafef.vn/du-lieu/CTG-2283846/ctg-nghi-quyet-hdqt-phe-duyet-thay-doi-va-su-dung-mau-dau-cua-vietinbank.chn?utm_source=du-lieu,
25,(26/08/2025 00:00),CTG: HĐQT thông qua hợp đồng khung tiền gửi bằng VND với MUFG - CN. TpHCM,https://cafef.vn/du-lieu/CTG-2283848/ctg-hdqt-thong-qua-hop-dong-khung-tien-gui-bang-vnd-voi-mufg-cn-tphcm.chn?utm_source=du-lieu,
26,(26/08/2025 00:00),CTG: HĐQT thông qua hợp đồng hạn mức giao dịch gửi tiền trên TT liên NH và hợp đồng hạn mức giao dịch ngoại tệ với MUFG - CN. TpHCM,https://cafef.vn/du-lieu/CTG-2283855/ctg-hdqt-thong-qua-hop-dong-han-muc-giao-dich-gui-tien-tren-tt-lien-nh-va-hop-dong-han-muc-giao-dich-ngoai-te-voi-mufg-cn-tphcm.chn?utm_source=du-lieu,
27,(21/08/2025 00:00),CTG: HĐQT thông qua hợp đồng bảo hiểm tiền gửi với VBI,https://cafef.vn/du-lieu/CTG-2281317/ctg-hdqt-thong-qua-hop-dong-bao-hiem-tien-gui-voi-vbi.chn?utm_source=du-lieu,
28,(21/08/2025 00:00),CTG: Thông báo nhận được Quyết định của Chi cục thuế doanh nghiệp lớn về việc xử phạt vi phạm hành chính về thuế,https://cafef.vn/du-lieu/CTG-2281386/ctg-thong-bao-nhan-duoc-quyet-dinh-cua-chi-cuc-thue-doanh-nghiep-lon-ve-viec-xu-phat-vi-pham-hanh-chinh-ve-thue.chn?utm_source=du-lieu,
